Line,Smell,Number of Lines,Threshold,File
287,long method,168,100,../input_projects/py_projects/pandas/pandas/io/formats/printing.py
499,long method,177,100,../input_projects/py_projects/pandas/pandas/io/parquet.py
316,long method,152,100,../input_projects/py_projects/pandas/pandas/io/pytables.py
980,long method,119,100,../input_projects/py_projects/pandas/pandas/io/pytables.py
3877,long method,238,100,../input_projects/py_projects/pandas/pandas/io/pytables.py
1033,long method,232,100,../input_projects/py_projects/pandas/pandas/io/html.py
719,long method,205,100,../input_projects/py_projects/pandas/pandas/io/excel/_base.py
279,long method,103,100,../input_projects/py_projects/pandas/pandas/io/xml.py
757,long method,104,100,../input_projects/py_projects/pandas/pandas/io/xml.py
868,long method,309,100,../input_projects/py_projects/pandas/pandas/io/xml.py
23,long method,106,100,../input_projects/py_projects/pandas/pandas/io/clipboards.py
509,long method,306,100,../input_projects/py_projects/pandas/pandas/io/json/_json.py
245,long method,299,100,../input_projects/py_projects/pandas/pandas/io/json/_normalize.py
308,long method,172,100,../input_projects/py_projects/pandas/pandas/io/common.py
665,long method,272,100,../input_projects/py_projects/pandas/pandas/io/common.py
291,long method,108,100,../input_projects/py_projects/pandas/pandas/io/sas/sas_xport.py
434,long method,101,100,../input_projects/py_projects/pandas/pandas/io/sql.py
570,long method,173,100,../input_projects/py_projects/pandas/pandas/io/sql.py
746,long method,108,100,../input_projects/py_projects/pandas/pandas/io/sql.py
2132,long method,101,100,../input_projects/py_projects/pandas/pandas/io/sql.py
237,long method,157,100,../input_projects/py_projects/pandas/pandas/io/stata.py
397,long method,104,100,../input_projects/py_projects/pandas/pandas/io/stata.py
547,long method,121,100,../input_projects/py_projects/pandas/pandas/io/stata.py
958,long method,155,100,../input_projects/py_projects/pandas/pandas/io/stata.py
1672,long method,149,100,../input_projects/py_projects/pandas/pandas/io/stata.py
30,long method,189,100,../input_projects/py_projects/pandas/pandas/io/gbq.py
339,long method,163,100,../input_projects/py_projects/pandas/pandas/io/clipboard/__init__.py
363,long method,112,100,../input_projects/py_projects/pandas/pandas/tests/series/test_logical_ops.py
243,long method,104,100,../input_projects/py_projects/pandas/pandas/tests/series/methods/test_fillna.py
467,long method,204,100,../input_projects/py_projects/pandas/pandas/tests/series/methods/test_fillna.py
107,long method,104,100,../input_projects/py_projects/pandas/pandas/tests/series/indexing/test_datetime.py
14,long method,101,100,../input_projects/py_projects/pandas/pandas/tests/series/indexing/test_get.py
74,long method,104,100,../input_projects/py_projects/pandas/pandas/tests/reshape/concat/test_append_common.py
104,long method,253,100,../input_projects/py_projects/pandas/pandas/tests/reshape/merge/test_merge_asof.py
360,long method,253,100,../input_projects/py_projects/pandas/pandas/tests/reshape/merge/test_merge_asof.py
616,long method,237,100,../input_projects/py_projects/pandas/pandas/tests/reshape/merge/test_merge_asof.py
856,long method,237,100,../input_projects/py_projects/pandas/pandas/tests/reshape/merge/test_merge_asof.py
1534,long method,857,100,../input_projects/py_projects/pandas/pandas/tests/reshape/merge/test_merge_asof.py
1143,long method,195,100,../input_projects/py_projects/pandas/pandas/tests/reshape/merge/test_merge.py
662,long method,154,100,../input_projects/py_projects/pandas/pandas/tests/reshape/merge/test_multi.py
1280,long method,150,100,../input_projects/py_projects/pandas/pandas/tests/reshape/test_pivot.py
1432,long method,125,100,../input_projects/py_projects/pandas/pandas/tests/reshape/test_pivot.py
541,long method,224,100,../input_projects/py_projects/pandas/pandas/tests/reshape/test_melt.py
488,long method,153,100,../input_projects/py_projects/pandas/pandas/tests/io/formats/test_format.py
643,long method,180,100,../input_projects/py_projects/pandas/pandas/tests/io/formats/test_format.py
1402,long method,225,100,../input_projects/py_projects/pandas/pandas/tests/io/formats/test_format.py
148,long method,154,100,../input_projects/py_projects/pandas/pandas/tests/io/parser/test_parse_dates.py
318,long method,131,100,../input_projects/py_projects/pandas/pandas/tests/io/parser/test_parse_dates.py
1665,long method,266,100,../input_projects/py_projects/pandas/pandas/tests/io/xml/test_xml.py
171,long method,113,100,../input_projects/py_projects/pandas/pandas/tests/io/pytables/test_select.py
20,long method,118,100,../input_projects/py_projects/pandas/pandas/tests/io/pytables/test_categorical.py
370,long method,120,100,../input_projects/py_projects/pandas/pandas/tests/io/pytables/test_append.py
502,long method,152,100,../input_projects/py_projects/pandas/pandas/tests/io/pytables/test_append.py
682,long method,115,100,../input_projects/py_projects/pandas/pandas/tests/io/pytables/test_store.py
357,long method,132,100,../input_projects/py_projects/pandas/pandas/tests/io/pytables/test_file_handling.py
131,long method,155,100,../input_projects/py_projects/pandas/pandas/tests/io/generate_legacy_storage_files.py
77,long method,107,100,../input_projects/py_projects/pandas/pandas/tests/frame/test_reductions.py
14,long method,111,100,../input_projects/py_projects/pandas/pandas/tests/frame/methods/test_round.py
236,long method,103,100,../input_projects/py_projects/pandas/pandas/tests/frame/methods/test_to_csv.py
531,long method,152,100,../input_projects/py_projects/pandas/pandas/tests/frame/methods/test_to_csv.py
2512,long method,102,100,../input_projects/py_projects/pandas/pandas/tests/frame/test_constructors.py
155,long method,119,100,../input_projects/py_projects/pandas/pandas/tests/libs/test_join.py
163,long method,179,100,../input_projects/py_projects/pandas/pandas/tests/groupby/test_timegrouper.py
85,long method,164,100,../input_projects/py_projects/pandas/pandas/tests/groupby/test_categorical.py
341,long method,107,100,../input_projects/py_projects/pandas/pandas/tests/groupby/test_categorical.py
371,long method,140,100,../input_projects/py_projects/pandas/pandas/tests/groupby/test_raises.py
558,long method,148,100,../input_projects/py_projects/pandas/pandas/tests/groupby/test_raises.py
2053,long method,120,100,../input_projects/py_projects/pandas/pandas/tests/groupby/test_groupby.py
405,long method,116,100,../input_projects/py_projects/pandas/pandas/tests/groupby/test_numeric_only.py
1267,long method,106,100,../input_projects/py_projects/pandas/pandas/tests/plotting/frame/test_frame.py
336,long method,105,100,../input_projects/py_projects/pandas/pandas/tests/window/test_win_type.py
457,long method,107,100,../input_projects/py_projects/pandas/pandas/tests/window/test_win_type.py
144,long method,108,100,../input_projects/py_projects/pandas/pandas/tests/arrays/categorical/test_constructors.py
20,long method,107,100,../input_projects/py_projects/pandas/pandas/tests/arrays/categorical/test_operators.py
138,long method,119,100,../input_projects/py_projects/pandas/pandas/tests/indexing/test_categorical.py
530,long method,159,100,../input_projects/py_projects/pandas/pandas/tests/indexing/test_floats.py
24,long method,140,100,../input_projects/py_projects/pandas/pandas/tests/indexing/multiindex/test_slice.py
557,long method,135,100,../input_projects/py_projects/pandas/pandas/tests/indexing/multiindex/test_slice.py
262,long method,122,100,../input_projects/py_projects/pandas/pandas/tests/scalar/timedelta/test_constructors.py
119,long method,142,100,../input_projects/py_projects/pandas/pandas/tests/scalar/period/test_arithmetic.py
256,long method,111,100,../input_projects/py_projects/pandas/pandas/tests/scalar/period/test_asfreq.py
18,long method,117,100,../input_projects/py_projects/pandas/pandas/tests/indexes/period/test_setops.py
216,long method,104,100,../input_projects/py_projects/pandas/pandas/tests/indexes/datetimes/test_constructors.py
322,long method,108,100,../input_projects/py_projects/pandas/pandas/tests/indexes/datetimes/test_constructors.py
432,long method,107,100,../input_projects/py_projects/pandas/pandas/tests/indexes/datetimes/test_constructors.py
181,long method,168,100,../input_projects/py_projects/pandas/pandas/_testing/asserters.py
697,long method,126,100,../input_projects/py_projects/pandas/pandas/_testing/asserters.py
827,long method,263,100,../input_projects/py_projects/pandas/pandas/_testing/asserters.py
1094,long method,200,100,../input_projects/py_projects/pandas/pandas/_testing/asserters.py
145,long method,123,100,../input_projects/py_projects/pandas/pandas/plotting/_core.py
1411,long method,111,100,../input_projects/py_projects/pandas/pandas/plotting/_core.py
347,long method,127,100,../input_projects/py_projects/pandas/pandas/plotting/_matplotlib/boxplot.py
142,long method,181,100,../input_projects/py_projects/pandas/pandas/plotting/_matplotlib/tools.py
587,long method,196,100,../input_projects/py_projects/pandas/pandas/plotting/_matplotlib/converter.py
133,long method,153,100,../input_projects/py_projects/pandas/pandas/plotting/_matplotlib/core.py
321,long method,103,100,../input_projects/py_projects/pandas/pandas/plotting/_matplotlib/core.py
