Line,Smell,Cause,Number of Conditions,Threshold,File
72,complex conditional,long if,5,3,../input_projects/multi_projects/zulip/web/src/user_events.js
141,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/user_events.js
75,complex conditional,long if,8,3,../input_projects/multi_projects/zulip/web/src/message_list_view.js
212,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/message_list_view.js
403,complex conditional,long if,6,3,../input_projects/multi_projects/zulip/web/src/message_list_view.js
678,complex conditional,long if,7,3,../input_projects/multi_projects/zulip/web/src/message_list_view.js
1002,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/message_list_view.js
1657,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/message_list_view.js
390,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/user_profile.js
286,complex conditional,long switch,7,3,../input_projects/multi_projects/zulip/web/src/user_profile.js
430,complex conditional,long switch,5,3,../input_projects/multi_projects/zulip/web/src/user_profile.js
221,complex conditional,long switch,13,3,../input_projects/multi_projects/zulip/web/src/dropdown_widget.js
343,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/lightbox.js
415,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/lightbox.js
462,complex conditional,long if,7,3,../input_projects/multi_projects/zulip/web/src/lightbox.js
75,complex conditional,long switch,5,3,../input_projects/multi_projects/zulip/web/src/lightbox.js
65,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/stream_ui_updates.js
341,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/stream_ui_updates.js
28,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/drafts_overlay_ui.js
120,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/drafts_overlay_ui.js
335,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/drafts_overlay_ui.js
98,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/settings_notifications.js
226,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/settings_notifications.js
243,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/settings_notifications.js
301,complex conditional,long switch,9,3,../input_projects/multi_projects/zulip/web/src/settings_notifications.js
24,complex conditional,long if,10,3,../input_projects/multi_projects/zulip/web/src/compose_reply.js
102,complex conditional,long if,5,3,../input_projects/multi_projects/zulip/web/src/stream_list_sort.js
277,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/echo.js
301,complex conditional,long if,6,3,../input_projects/multi_projects/zulip/web/src/echo.js
106,complex conditional,long switch,7,3,../input_projects/multi_projects/zulip/web/src/message_store.js
448,complex conditional,long if,5,3,../input_projects/multi_projects/zulip/web/src/message_list_data.js
27,complex conditional,long switch,10,3,../input_projects/multi_projects/zulip/web/src/settings_sections.js
62,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/user_topics_ui.js
52,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/compose_ui.js
238,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/compose_ui.js
253,complex conditional,long if,5,3,../input_projects/multi_projects/zulip/web/src/compose_ui.js
341,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/compose_ui.js
493,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/compose_ui.js
