Line,Smell,Cause,Number of Conditions,Threshold,File
767,complex conditional,long if,6,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/spdy/SpdySessionHandler.java
102,complex conditional,long switch,11,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/spdy/SpdyStreamStatus.java
120,complex conditional,long if,4,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/HttpObjectEncoder.java
168,complex conditional,long if,4,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/HttpObjectEncoder.java
206,complex conditional,long switch,5,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/HttpObjectEncoder.java
371,complex conditional,long switch,5,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/HttpObjectEncoder.java
428,complex conditional,long switch,4,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/HttpObjectEncoder.java
466,complex conditional,long switch,5,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/HttpObjectEncoder.java
45,complex conditional,long if,7,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/HttpRequestEncoder.java
177,complex conditional,long if,7,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/QueryStringEncoder.java
54,complex conditional,long if,4,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/HttpResponseEncoder.java
136,complex conditional,long if,4,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/HttpUtil.java
226,complex conditional,long if,5,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/HttpUtil.java
333,complex conditional,long if,5,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/HttpUtil.java
409,complex conditional,long if,5,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/HttpUtil.java
592,complex conditional,long if,5,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/HttpUtil.java
310,complex conditional,long if,4,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/HttpClientCodec.java
361,complex conditional,long if,9,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/HttpClientCodec.java
363,complex conditional,long switch,7,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/HttpClientCodec.java
162,complex conditional,long if,4,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/HttpObjectAggregator.java
245,complex conditional,long if,6,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/HttpObjectAggregator.java
252,complex conditional,long if,4,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/HttpServerUpgradeHandler.java
1574,complex conditional,long if,4,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/HttpHeaders.java
1614,complex conditional,long if,12,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/HttpHeaders.java
78,complex conditional,long if,12,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/HttpContentDecoder.java
207,complex conditional,long if,12,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/HttpRequestDecoder.java
324,complex conditional,long if,5,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/HttpRequestDecoder.java
338,complex conditional,long if,4,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/HttpRequestDecoder.java
93,complex conditional,long if,4,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/HttpChunkedInput.java
599,complex conditional,long if,6,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/HttpObjectDecoder.java
621,complex conditional,long if,6,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/HttpObjectDecoder.java
769,complex conditional,long if,4,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/HttpObjectDecoder.java
858,complex conditional,long if,4,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/HttpObjectDecoder.java
920,complex conditional,long if,4,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/HttpObjectDecoder.java
343,complex conditional,long switch,32,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/HttpObjectDecoder.java
367,complex conditional,long switch,6,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/HttpObjectDecoder.java
550,complex conditional,long switch,15,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/HttpObjectDecoder.java
600,complex conditional,long switch,4,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/HttpObjectDecoder.java
