Line,Smell,Cause,Number of Conditions,Threshold,File
105,complex conditional,long if,6,3,../input_projects/java_projects/maven-3-9-6/maven-artifact/src/main/java/org/apache/maven/artifact/repository/ArtifactRepositoryPolicy.java
146,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-artifact/src/main/java/org/apache/maven/artifact/repository/ArtifactRepositoryPolicy.java
171,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-artifact/src/main/java/org/apache/maven/artifact/repository/ArtifactRepositoryPolicy.java
314,complex conditional,long if,6,3,../input_projects/java_projects/maven-3-9-6/maven-artifact/src/main/java/org/apache/maven/artifact/DefaultArtifact.java
359,complex conditional,long if,8,3,../input_projects/java_projects/maven-3-9-6/maven-artifact/src/main/java/org/apache/maven/artifact/DefaultArtifact.java
37,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-artifact/src/main/java/org/apache/maven/artifact/ArtifactUtils.java
56,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-artifact/src/main/java/org/apache/maven/artifact/ArtifactUtils.java
108,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-artifact/src/main/java/org/apache/maven/artifact/versioning/DefaultArtifactVersion.java
119,complex conditional,long if,12,3,../input_projects/java_projects/maven-3-9-6/maven-artifact/src/main/java/org/apache/maven/artifact/versioning/DefaultArtifactVersion.java
65,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-artifact/src/main/java/org/apache/maven/artifact/versioning/Restriction.java
123,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-artifact/src/main/java/org/apache/maven/artifact/versioning/Restriction.java
174,complex conditional,long if,7,3,../input_projects/java_projects/maven-3-9-6/maven-artifact/src/main/java/org/apache/maven/artifact/versioning/VersionRange.java
258,complex conditional,long if,6,3,../input_projects/java_projects/maven-3-9-6/maven-artifact/src/main/java/org/apache/maven/artifact/versioning/VersionRange.java
300,complex conditional,long if,18,3,../input_projects/java_projects/maven-3-9-6/maven-artifact/src/main/java/org/apache/maven/artifact/versioning/VersionRange.java
331,complex conditional,long if,6,3,../input_projects/java_projects/maven-3-9-6/maven-artifact/src/main/java/org/apache/maven/artifact/versioning/ComparableVersion.java
455,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-artifact/src/main/java/org/apache/maven/artifact/versioning/ComparableVersion.java
557,complex conditional,long if,9,3,../input_projects/java_projects/maven-3-9-6/maven-artifact/src/main/java/org/apache/maven/artifact/versioning/ComparableVersion.java
622,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-artifact/src/main/java/org/apache/maven/artifact/versioning/ComparableVersion.java
122,complex conditional,long switch,6,3,../input_projects/java_projects/maven-3-9-6/maven-artifact/src/main/java/org/apache/maven/artifact/versioning/ComparableVersion.java
192,complex conditional,long switch,6,3,../input_projects/java_projects/maven-3-9-6/maven-artifact/src/main/java/org/apache/maven/artifact/versioning/ComparableVersion.java
263,complex conditional,long switch,6,3,../input_projects/java_projects/maven-3-9-6/maven-artifact/src/main/java/org/apache/maven/artifact/versioning/ComparableVersion.java
333,complex conditional,long switch,4,3,../input_projects/java_projects/maven-3-9-6/maven-artifact/src/main/java/org/apache/maven/artifact/versioning/ComparableVersion.java
384,complex conditional,long switch,6,3,../input_projects/java_projects/maven-3-9-6/maven-artifact/src/main/java/org/apache/maven/artifact/versioning/ComparableVersion.java
468,complex conditional,long switch,7,3,../input_projects/java_projects/maven-3-9-6/maven-artifact/src/main/java/org/apache/maven/artifact/versioning/ComparableVersion.java
186,complex conditional,long if,7,3,../input_projects/java_projects/maven-3-9-6/maven-artifact/src/main/java/org/apache/maven/artifact/resolver/AbstractArtifactResolutionException.java
250,complex conditional,long if,5,3,../input_projects/java_projects/maven-3-9-6/maven-artifact/src/main/java/org/apache/maven/artifact/resolver/AbstractArtifactResolutionException.java
40,complex conditional,long switch,6,3,../input_projects/java_projects/maven-3-9-6/maven-slf4j-provider/target/generated-sources/slf4j-simple/org/slf4j/impl/OutputChoice.java
299,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-slf4j-provider/target/generated-sources/slf4j-simple/org/slf4j/impl/SimpleLogger.java
315,complex conditional,long switch,5,3,../input_projects/java_projects/maven-3-9-6/maven-slf4j-provider/target/generated-sources/slf4j-simple/org/slf4j/impl/SimpleLogger.java
155,complex conditional,long if,7,3,../input_projects/java_projects/maven-3-9-6/maven-slf4j-provider/target/generated-sources/slf4j-simple/org/slf4j/impl/SimpleLoggerConfiguration.java
