Line,Smell,Number of Parameters,Threshold,File
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/set/sorted/jmh_generated/SortedSetIterationTest_serial_immutable_ec_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/set/sorted/jmh_generated/SortedSetIterationTest_serial_immutable_ec_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/set/sorted/jmh_generated/SortedSetIterationTest_serial_immutable_ec_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/set/sorted/jmh_generated/SortedSetContainsTest_contains_mutable_ec_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/set/sorted/jmh_generated/SortedSetContainsTest_contains_mutable_ec_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/set/sorted/jmh_generated/SortedSetContainsTest_contains_mutable_ec_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/set/sorted/jmh_generated/SortedSetContainsTest_contains_mutable_ec_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/set/sorted/jmh_generated/SortedSetIterationTest_parallel_mutable_scala_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/set/sorted/jmh_generated/SortedSetIterationTest_parallel_mutable_scala_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/set/sorted/jmh_generated/SortedSetIterationTest_parallel_mutable_scala_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/set/sorted/jmh_generated/SortedSetIterationTest_parallel_mutable_scala_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/set/sorted/jmh_generated/SortedSetIterationTest_parallel_mutable_ec_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/set/sorted/jmh_generated/SortedSetIterationTest_parallel_mutable_ec_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/set/sorted/jmh_generated/SortedSetIterationTest_parallel_mutable_ec_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/set/sorted/jmh_generated/SortedSetIterationTest_parallel_mutable_ec_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/set/sorted/jmh_generated/SortedSetContainsTest_contains_immutable_scala_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/set/sorted/jmh_generated/SortedSetContainsTest_contains_immutable_scala_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/set/sorted/jmh_generated/SortedSetContainsTest_contains_immutable_scala_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/set/sorted/jmh_generated/SortedSetContainsTest_contains_immutable_scala_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumByDoubleTest_sumByProduct_parallel_eager_ec_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumByDoubleTest_sumByProduct_parallel_eager_ec_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumByDoubleTest_sumByProduct_parallel_eager_ec_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumByDoubleTest_sumByProduct_parallel_eager_ec_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_sumECParallelLazy_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_sumECParallelLazy_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_sumECParallelLazy_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_sumECParallelLazy_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/GroupByListTest_groupBy_100_keys_serial_eager_ec_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/GroupByListTest_groupBy_100_keys_serial_eager_ec_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/GroupByListTest_groupBy_100_keys_serial_eager_ec_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/GroupByListTest_groupBy_100_keys_serial_eager_ec_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntIntMapLargeStressTest_ecRemove_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntIntMapLargeStressTest_ecRemove_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntIntMapLargeStressTest_ecRemove_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntIntMapLargeStressTest_ecRemove_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MinByDoubleTest_minByMarketValue_parallel_lazy_collect_lambda_jdk_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MinByDoubleTest_minByMarketValue_parallel_lazy_collect_lambda_jdk_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MinByDoubleTest_minByMarketValue_parallel_lazy_collect_lambda_jdk_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MinByDoubleTest_minByMarketValue_parallel_lazy_collect_lambda_jdk_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumByBigDecimalTest_sumByBigDecimalCategory_parallel_eager_ec_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumByBigDecimalTest_sumByBigDecimalCategory_parallel_eager_ec_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumByBigDecimalTest_sumByBigDecimalCategory_parallel_eager_ec_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumByBigDecimalTest_sumByBigDecimalCategory_parallel_eager_ec_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/GroupByListTest_groupBy_2_keys_serial_lazy_ec_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/GroupByListTest_groupBy_2_keys_serial_lazy_ec_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/GroupByListTest_groupBy_2_keys_serial_lazy_ec_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/GroupByListTest_groupBy_2_keys_serial_lazy_ec_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumByDoubleTest_sumByAccount_parallel_lazy_jdk_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumByDoubleTest_sumByAccount_parallel_lazy_jdk_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumByDoubleTest_sumByAccount_parallel_lazy_jdk_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumByDoubleTest_sumByAccount_parallel_lazy_jdk_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CollectorJoiningTest_parallel_lazy_mapToStringJoining_jdk_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CollectorJoiningTest_parallel_lazy_mapToStringJoining_jdk_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CollectorJoiningTest_parallel_lazy_mapToStringJoining_jdk_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CollectorJoiningTest_parallel_lazy_mapToStringJoining_jdk_jmhTest.java
116,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AggregateByTest_aggregateByProduct_parallel_eager_ec_jmhTest.java
185,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AggregateByTest_aggregateByProduct_parallel_eager_ec_jmhTest.java
255,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AggregateByTest_aggregateByProduct_parallel_eager_ec_jmhTest.java
323,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AggregateByTest_aggregateByProduct_parallel_eager_ec_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_filterMapSumJDKIntStream_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_filterMapSumJDKIntStream_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_filterMapSumJDKIntStream_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_filterMapSumJDKIntStream_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AnagramSetTest_serial_lazy_streams_ec_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AnagramSetTest_serial_lazy_streams_ec_jmhTest.java
